"subj","Session_name","seq","item","cond","sentence","question","correct","RT_question","whole_sentence_readingtime","List","actual_seq","ffdR1","ffdR2","ffdR3","ffdR4","ffdR5","ffdR6","ffdR7","ffdR8","ffdR9","ffdR10","ffdR11","ffdR12","ffdR13","ffdR14","ffdR15","ffdR16","ffdR17","ffdR18","ffdR19","ffdR20","ffdR21","ffdR22","ffdR23","ffdR24","ffdR25","gzR1","gzR2","gzR3","gzR4","gzR5","gzR6","gzR7","gzR8","gzR9","gzR10","gzR11","gzR12","gzR13","gzR14","gzR15","gzR16","gzR17","gzR18","gzR19","gzR20","gzR21","gzR22","gzR23","gzR24","gzR25","ttR1","ttR2","ttR3","ttR4","ttR5","ttR6","ttR7","ttR8","ttR9","ttR10","ttR11","ttR12","ttR13","ttR14","ttR15","ttR16","ttR17","ttR18","ttR19","ttR20","ttR21","ttR22","ttR23","ttR24","ttR25","reginR1","reginR2","reginR3","reginR4","reginR5","reginR6","reginR7","reginR8","reginR9","reginR10","reginR11","reginR12","reginR13","reginR14","reginR15","reginR16","reginR17","reginR18","reginR19","reginR20","reginR21","reginR22","reginR23","reginR24","reginR25","regoutR1","regoutR2","regoutR3","regoutR4","regoutR5","regoutR6","regoutR7","regoutR8","regoutR9","regoutR10","regoutR11","regoutR12","regoutR13","regoutR14","regoutR15","regoutR16","regoutR17","regoutR18","regoutR19","regoutR20","regoutR21","regoutR22","regoutR23","regoutR24","regoutR25"
46,"B_N164",65,41,"RC_Subj","The neighbor who observed the couple purchased the old Victorian house.","Who purchased the house?",0,1082.69,4170.37,"b",65,NA,188,NA,169,NA,191,229,NA,171,162,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,346,0,169,0,191,395,0,171,162,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,0,768,0,767,813,0,334,162,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,1,NA,1,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"B_N164",36,42,"RC_Subj","The pilot who delayed the ground crew remained on the runway for a long time.","Who was on the runway?",1,2392.21,2864.88,"b",36,NA,161,NA,224,NA,176,168,203,NA,NA,236,NA,354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161,0,429,0,176,168,258,0,0,305,0,354,0,0,0,0,0,0,0,0,0,0,0,0,0,161,92,595,0,176,168,258,0,0,305,0,354,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,1,NA,0,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"B_N164",78,43,"RC_Obj","The soldiers that the natives helped climbed the big rock that blocked the path.","Who climbed the rock?",1,1120.87,6462.53,"b",78,NA,151,NA,168,194,85,87,NA,234,196,NA,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,151,0,168,194,85,87,0,234,196,0,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,988,297,505,1007,566,480,234,337,0,907,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,0,1,1,1,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,1,0,NA,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"B_N164",33,44,"RC_Obj","The speaker who the economists entertained predicted a good year for the industry.","Who predicted a good year?",1,1785.52,5447.94,"b",33,NA,229,NA,NA,187,244,148,NA,NA,154,NA,203,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,869,0,0,286,244,148,0,0,154,0,356,85,0,0,0,0,0,0,0,0,0,0,0,0,0,1123,138,182,952,869,492,0,0,154,0,356,85,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,1,1,1,0,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,1,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"B_N164",8,52,"AttachMulti","Gerald introduced himself to the niece of the billionaire who sails vintage yachts around the Vineyard.","What kind of yachts were sailed?",1,2662.65,8185.56,"b",8,156,189,184,187,NA,164,NA,NA,144,NA,203,181,206,342,NA,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,156,189,184,187,0,164,0,0,144,0,203,181,206,342,0,205,0,0,0,0,0,0,0,0,0,482,829,487,187,449,496,163,303,478,216,1379,363,262,342,253,389,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,0,NA,NA,1,NA,0,1,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"B_N164",43,53,"AttachHigh","At the potluck, Marcus chatted with the aunt of the nuns who bakes sugar cookies with cute designs.","What kind of cookies were they?",1,1546.64,7043.23,"b",43,NA,NA,146,128,304,NA,NA,149,NA,NA,286,186,168,174,NA,123,194,221,NA,NA,NA,NA,NA,NA,NA,0,0,342,319,304,0,0,149,0,0,286,186,168,174,0,123,194,221,0,0,0,0,0,0,0,0,0,497,319,613,361,171,494,152,270,499,491,861,398,115,123,194,221,0,0,0,0,0,0,0,NA,NA,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,1,NA,NA,1,0,0,0,NA,1,0,1,NA,NA,NA,NA,NA,NA,NA
46,"B_N164",27,54,"AttachLow","During the budget negotiation, Janet charmed the assistants of the executive who decides almost everything in secret.","What was the venue?",1,1613.12,10843.25,"b",27,83,NA,162,92,176,233,NA,293,61,NA,260,NA,170,NA,208,NA,239,NA,NA,NA,NA,NA,NA,NA,NA,83,0,162,92,176,233,0,293,61,0,406,0,170,0,316,0,239,0,0,0,0,0,0,0,0,83,212,480,515,176,887,0,993,61,183,936,0,450,0,1050,0,623,110,0,0,0,0,0,0,0,NA,1,1,0,0,1,NA,1,0,1,0,NA,0,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1,0,0,NA,1,0,NA,0,NA,1,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
46,"B_N164",13,58,"AttachMulti","Karl recognized the hostage of the pirate who was on TV this morning on the local news.","Who was on TV this morning?",0,2346.89,7149.45,"b",13,145,181,NA,304,NA,376,NA,NA,251,NA,171,NA,186,NA,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,181,0,304,0,376,0,0,251,0,171,0,216,0,0,155,0,0,0,0,0,0,0,0,0,145,501,229,523,502,791,622,409,637,267,319,0,403,0,197,438,0,0,0,0,0,0,0,0,0,NA,1,1,0,1,0,1,0,0,1,0,NA,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,1,NA,1,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"B_N164",53,59,"AttachHigh","During the play, we all heckled the murderer of the princes who was disguised as a peasant from nearby Trosselheim.","Who dressed as a peasant?",1,2349.37,7939.67,"b",53,NA,NA,139,NA,NA,163,NA,196,123,NA,152,NA,180,159,NA,NA,194,NA,272,190,NA,NA,NA,NA,NA,0,0,209,0,0,578,0,196,123,0,152,0,180,159,0,0,332,0,272,310,0,0,0,0,0,155,217,473,0,316,724,427,681,123,155,1091,139,450,338,0,0,332,0,272,310,0,0,0,0,0,1,1,1,NA,1,0,1,1,0,0,1,0,1,0,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,1,0,NA,1,NA,0,1,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA
46,"B_N164",70,60,"AttachLow","At the charity show, Noreen nodded to the sidekicks of the actor who was juggling sharp knives and glass bottles.","Who juggled sharp knives?",1,3185.8,7096.56,"b",70,NA,165,179,162,170,196,NA,NA,129,189,NA,234,NA,269,215,165,340,NA,262,360,NA,NA,NA,NA,NA,0,165,179,162,170,196,0,0,129,189,0,234,0,269,402,165,340,0,262,360,0,0,0,0,0,0,165,179,162,170,461,269,0,867,405,0,524,0,892,588,324,435,0,262,360,0,0,0,0,0,NA,NA,0,0,0,1,1,NA,1,1,NA,1,NA,1,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,1,0,NA,0,NA,1,0,0,1,NA,0,NA,NA,NA,NA,NA,NA
46,"B_N164",59,64,"AttachMulti","From the lounge everyone could see the pilots of the millionaires who were distrusted by everyone at the company.","Who could everyone see?",0,1526.18,5381.68,"b",59,NA,189,333,176,NA,193,145,NA,213,NA,109,NA,170,166,NA,212,NA,NA,200,NA,NA,NA,NA,NA,NA,0,189,333,352,0,193,145,0,213,0,109,0,170,166,0,212,0,0,200,0,0,0,0,0,0,0,394,472,455,0,239,145,87,462,158,764,0,442,194,0,447,0,0,200,0,0,0,0,0,0,NA,1,1,0,NA,1,0,0,1,1,0,NA,1,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,NA,0,NA,1,NA,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"B_N164",31,65,"AttachHigh","On the news they showed the accomplices of the thief who were indicted for stealing the Mona Lisa.","Where did they show the accomplices?",1,1751.98,4592.85,"b",31,NA,149,NA,124,164,NA,218,NA,151,NA,NA,213,113,NA,153,NA,244,NA,NA,NA,NA,NA,NA,NA,NA,0,149,0,124,244,0,218,0,151,0,0,213,113,0,153,0,244,0,0,0,0,0,0,0,0,0,149,154,124,414,0,441,369,151,119,0,406,386,163,491,0,244,0,0,0,0,0,0,0,0,NA,NA,1,0,0,NA,1,1,0,0,NA,1,1,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1,NA,0,NA,1,NA,NA,0,0,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
46,"B_N164",62,66,"AttachLow","Everyone at the party groaned at the bodyguard of the divas who smoke clove cigarettes constantly.","What type of cigarettes are smoked?",1,1303.02,5469.87,"b",62,148,NA,156,143,157,NA,NA,197,NA,165,145,NA,198,164,129,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,0,156,143,157,0,0,317,0,165,145,0,198,164,129,166,0,0,0,0,0,0,0,0,0,148,227,156,143,157,0,0,525,156,493,393,0,525,510,617,420,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,NA,NA,1,1,1,0,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,0,0,NA,NA,0,NA,0,1,NA,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"B_N164",57,70,"AttachMulti","At her orientation, Tamara recently met the nephews of the professors who paint beautiful portraits of local celebrities.","Who paints portraits?",0,1529,5649.29,"b",57,NA,201,310,186,215,257,NA,NA,229,NA,221,NA,232,265,224,NA,NA,249,NA,NA,NA,NA,NA,NA,NA,0,201,310,186,215,257,0,0,229,0,221,0,420,265,224,0,0,422,0,0,0,0,0,0,0,0,201,310,186,372,431,0,0,229,323,546,0,534,265,224,0,280,805,0,0,0,0,0,0,0,NA,NA,0,0,1,0,NA,NA,0,1,1,NA,0,0,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,0,NA,1,NA,0,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
46,"B_N164",24,71,"AttachHigh","Everyone at the coffee shop sympathized with the couriers of the florist who were complaining about the weather.","Who complained about the weather?",1,1370.43,6793.09,"b",24,163,NA,NA,159,132,254,NA,182,251,NA,327,220,NA,199,219,NA,NA,173,NA,NA,NA,NA,NA,NA,NA,478,0,0,159,132,254,0,318,251,0,327,220,0,199,219,0,0,173,0,0,0,0,0,0,0,631,197,140,159,132,501,0,502,826,342,327,512,0,199,405,167,138,446,0,0,0,0,0,0,0,1,1,1,0,0,0,NA,1,1,0,0,0,NA,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
46,"B_N164",39,72,"AttachLow","Despite the good press, we didn't really like the commander of the soldiers who whistle very loudly and for no reason at all.","Who whistles loudly?",0,1172.49,5786.63,"b",39,152,NA,144,304,NA,160,147,214,54,NA,190,167,55,231,111,292,NA,NA,276,NA,74,NA,173,111,NA,152,0,144,304,0,160,147,214,54,0,190,167,55,231,111,292,0,0,276,0,74,0,173,111,0,152,205,144,637,0,278,370,214,54,533,357,167,55,231,242,473,0,0,276,0,74,0,173,111,0,NA,1,0,1,NA,1,1,0,0,1,1,0,0,0,1,0,NA,NA,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,0,1,0,NA,1,0,1,0,0,1,NA,NA,0,NA,0,NA,1,NA,NA
46,"B_N164",38,73,"FILLER1","There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.","Which market is Apple rumored to enter?",1,1592.45,4277.26,"b",38,NA,143,NA,156,NA,187,169,167,81,NA,247,197,177,193,NA,161,NA,203,NA,208,240,142,NA,NA,NA,0,143,0,396,0,187,169,167,81,0,247,197,177,193,0,161,0,203,0,361,240,142,0,0,0,0,143,0,505,0,336,169,167,81,0,247,434,177,193,0,161,0,203,0,417,240,142,0,0,0,NA,NA,NA,1,NA,0,0,0,0,NA,0,1,0,0,NA,0,NA,0,NA,1,0,0,NA,NA,NA,NA,0,NA,0,NA,1,0,0,0,NA,0,0,1,0,NA,0,NA,0,NA,0,1,NA,NA,NA,NA
46,"B_N164",34,74,"FILLER1","A bill was drafted and introduced into Parliament several times but met with great opposition, mostly from farmers.","Who hates the bill most?",1,1290.69,3991.3,"b",34,NA,166,357,39,NA,167,189,203,232,NA,202,NA,151,169,NA,NA,203,240,NA,NA,NA,NA,NA,NA,NA,0,166,357,39,0,266,189,203,232,0,202,0,151,402,0,0,203,240,0,0,0,0,0,0,0,0,166,357,198,0,437,189,203,232,0,202,0,151,402,0,53,325,240,0,0,0,0,0,0,0,NA,NA,0,1,NA,0,0,0,0,NA,0,NA,0,0,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,1,0,0,0,NA,0,NA,0,0,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA
46,"B_N164",61,75,"FILLER1","The human body can tolerate only a small range of temperature, especially when the person is engaged in vigorous activity.","At which point are people resistent to a wider range of temperature?",0,3114.1,7629.7,"b",61,NA,158,NA,72,188,NA,171,119,NA,NA,146,211,NA,169,NA,NA,152,NA,246,226,NA,NA,NA,NA,NA,0,158,0,72,188,0,171,119,0,0,146,211,0,169,0,0,152,0,246,226,0,0,0,0,0,0,158,0,72,188,0,171,119,194,0,306,211,0,169,0,214,308,288,246,456,0,0,0,0,0,NA,NA,NA,0,0,NA,0,0,1,NA,0,0,NA,0,NA,1,0,1,0,1,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,1,0,NA,0,NA,NA,1,NA,0,0,NA,NA,NA,NA,NA
46,"B_N164",25,76,"FILLER1","Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea.","Did the man escape Peter's attempt to attack?",1,2366.02,8947.39,"b",25,141,175,47,231,NA,216,407,NA,NA,219,212,128,NA,257,176,NA,172,120,NA,265,NA,451,93,202,NA,141,175,47,231,0,216,407,0,0,219,212,128,0,257,176,0,172,120,0,265,0,451,93,202,0,408,478,255,586,0,597,636,0,0,547,1263,447,126,257,176,192,359,120,0,265,0,563,93,202,0,1,1,0,1,NA,0,0,NA,NA,1,1,1,0,0,0,1,1,0,NA,0,NA,1,0,0,NA,0,0,1,0,NA,1,0,NA,NA,0,0,1,NA,1,0,NA,1,1,NA,0,NA,0,0,1,NA
46,"B_N164",75,77,"FILLER1","Some months later, Michael Larson saw another opportunity to stack the odds in his favor with a dash of ingenuity.","Did Larson see more than one opportunity?",1,1167.64,4221.05,"b",75,161,187,NA,158,183,209,196,NA,179,171,NA,233,NA,185,71,NA,NA,251,NA,88,NA,NA,NA,NA,NA,161,187,0,158,183,209,196,0,179,171,0,233,0,185,71,0,0,251,0,88,0,0,0,0,0,161,187,0,340,311,209,344,0,179,171,0,233,0,185,71,0,0,598,0,197,0,0,0,0,0,NA,0,NA,1,1,0,1,NA,0,0,NA,0,NA,0,0,NA,NA,1,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,0,0,NA,0,NA,0,0,NA,NA,0,NA,1,NA,NA,NA,NA,NA
46,"B_N164",54,78,"FILLER1","Bob Murphy, the Senior PGA Tour money leader with seven hundred thousand, says heat shouldn't be a factor.","Is the leader cocnered about the weather?",1,1387.63,5585.9,"b",54,NA,200,NA,171,250,NA,220,246,NA,286,187,145,NA,158,NA,160,NA,190,NA,NA,NA,NA,NA,NA,NA,0,200,0,344,250,0,385,246,0,286,187,145,0,158,0,160,0,190,0,0,0,0,0,0,0,0,200,0,344,250,0,385,788,0,763,632,247,0,158,483,302,0,190,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,0,1,NA,1,0,1,NA,0,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,NA,0,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
46,"B_N164",32,79,"FILLER1","Greg Anderson, considered a key witness by the prosecution, vowed he wouldn't testify when served a subpoena last week.","Was Greg Anderson asked to testify?",1,1796.5,3688.55,"b",32,140,160,199,143,NA,95,NA,NA,209,152,NA,194,66,NA,186,NA,198,187,154,NA,NA,NA,NA,NA,NA,140,160,199,143,0,95,0,0,209,283,0,194,66,0,347,0,198,187,154,0,0,0,0,0,0,140,160,347,143,0,95,0,168,209,283,0,194,66,0,681,0,198,187,154,0,0,0,0,0,0,NA,0,1,0,NA,0,NA,1,0,0,NA,0,0,NA,1,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,0,NA,NA,1,0,NA,0,0,NA,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA
46,"B_N164",9,80,"FILLER1","Owls are more flexible than humans because a bird's head is only connected by one socket pivot.","Are humans less flexible than owls?",1,1659.99,4018.77,"b",9,164,NA,179,187,198,203,NA,183,200,NA,226,NA,168,NA,NA,155,95,NA,NA,NA,NA,NA,NA,NA,NA,164,0,179,187,198,203,0,183,200,0,226,0,168,0,0,155,95,0,0,0,0,0,0,0,0,164,0,179,187,198,203,0,183,200,202,226,0,168,278,142,805,95,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,1,0,NA,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,NA,0,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
46,"B_N164",47,81,"FILLER1","Even in the same animal, not all bites are the same.","For a given animal, can you expect that some bites have different intensity?",1,3135.97,4310.63,"b",47,NA,189,NA,180,229,207,175,65,NA,179,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,189,0,180,229,207,175,65,0,179,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,349,411,263,175,478,575,179,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,NA,1,1,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,1,0,0,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"B_N164",5,82,"FILLER1","Buck did not like it, but he bore up well to the work, taking pride in it.","How did Buck deal with his job?",1,1996.72,6933.95,"b",5,152,182,NA,316,181,NA,216,122,NA,406,NA,177,214,240,103,NA,194,NA,NA,NA,NA,NA,NA,NA,NA,152,182,0,537,181,0,216,122,0,406,0,177,214,240,103,0,194,0,0,0,0,0,0,0,0,152,706,302,972,181,0,459,644,0,891,465,410,214,240,103,0,194,0,0,0,0,0,0,0,0,NA,1,1,0,0,NA,0,1,NA,0,1,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,NA,1,1,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
46,"B_N164",71,83,"FILLER1","These days, neuroscience is beginning to catch up to musicians who practice mentally.","Is neuroscience making progress in understanding how musicians can practice mentally?",1,2524.23,3153.15,"b",71,264,NA,201,NA,214,NA,277,NA,NA,198,NA,218,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264,0,270,0,214,0,277,0,0,338,0,562,434,0,0,0,0,0,0,0,0,0,0,0,0,264,0,270,0,214,0,277,0,0,338,0,826,434,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,NA,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"B_N164",7,84,"FILLER1","Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.","Why would the neighbors feel inferior?",1,2370.61,4646.88,"b",7,162,249,193,156,74,181,201,108,184,188,NA,NA,234,NA,212,NA,201,163,NA,NA,NA,150,NA,408,NA,162,249,193,156,74,181,201,108,184,266,0,0,447,0,287,0,201,163,0,0,0,150,0,408,0,162,249,364,156,74,181,201,108,184,266,0,0,447,0,287,0,201,163,0,0,218,326,0,408,0,NA,0,1,0,0,0,0,0,0,0,NA,NA,0,NA,0,NA,0,0,NA,NA,1,0,NA,0,NA,0,0,0,1,0,0,0,0,0,0,NA,NA,0,NA,0,NA,0,0,NA,NA,NA,1,NA,NA,NA
46,"B_N164",77,85,"FILLER1","Binge drinking may not necessarily kill or even damage brain cells, as commonly thought, a new animal study suggests.","What do most people think about binge drinking?",1,2086.11,4146.17,"b",77,148,288,NA,211,266,166,NA,198,185,159,116,NA,198,151,NA,NA,205,NA,164,NA,NA,NA,NA,NA,NA,148,288,0,211,266,166,0,198,185,159,116,0,198,151,0,0,205,0,164,0,0,0,0,0,0,388,376,0,211,266,166,0,198,185,159,116,0,198,151,0,0,418,260,388,0,0,0,0,0,0,1,0,NA,0,0,0,NA,0,0,0,0,NA,0,0,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,0,1,NA,0,0,0,NA,0,0,0,0,NA,0,0,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA
46,"B_N164",58,86,"FILLER1","When attacked, a skunk's natural inclination is to turn around, lick its tail and spray a noxious scent.","Are skunks inclined to face forward when attacked?",1,2003.74,5198.32,"b",58,134,184,NA,165,150,136,NA,188,150,54,NA,157,41,NA,293,NA,198,167,NA,NA,NA,NA,NA,NA,NA,134,184,0,165,150,136,0,188,150,54,0,157,41,0,293,0,198,167,0,0,0,0,0,0,0,134,450,0,426,494,136,0,188,150,209,109,536,249,0,293,138,402,167,0,0,0,0,0,0,0,NA,1,NA,1,0,0,NA,0,0,1,1,1,1,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,1,0,NA,0,0,0,NA,1,0,NA,0,NA,1,1,NA,NA,NA,NA,NA,NA,NA
46,"B_N164",11,87,"FILLER1","All that the brain has to work with are imperfect incoming electrical impulses announcing that things are happening.","Are electrical singals in our brain always correct?",1,1799.86,7919.23,"b",11,135,159,NA,169,360,NA,125,193,248,172,273,274,174,308,NA,251,NA,155,NA,NA,NA,NA,NA,NA,NA,135,159,0,169,360,0,125,542,248,389,273,274,174,308,0,251,0,155,0,0,0,0,0,0,0,135,159,181,317,591,0,125,542,248,908,1213,972,421,308,0,410,0,155,0,0,0,0,0,0,0,NA,0,1,1,0,NA,0,0,0,1,1,1,0,0,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,1,0,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA
46,"B_N164",40,88,"FILLER1","There often seems to be more diving in soccer than in the Summer Olympics.","Do people frequently dive in soccer?",1,1485.23,3283.01,"b",40,NA,186,193,NA,NA,182,151,NA,330,204,NA,NA,376,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,186,193,0,0,182,441,0,330,204,0,0,376,398,0,0,0,0,0,0,0,0,0,0,0,0,186,193,131,0,182,441,0,330,204,0,136,376,398,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,1,NA,0,0,NA,0,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,0,NA,0,0,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"B_N164",63,89,"FILLER1","Susan B. Anthony spent nearly sixty years of her life devoted to the cause of social justice and equality for all.","How would one describe Susan?",1,1657.04,3770.22,"b",63,149,NA,187,188,191,156,NA,200,NA,157,208,NA,NA,273,NA,207,147,NA,183,NA,196,265,NA,NA,NA,149,0,187,188,191,156,0,200,0,157,208,0,0,273,0,207,147,0,183,0,196,265,0,0,0,149,0,187,188,191,156,168,200,0,157,208,0,0,273,0,207,147,0,183,0,196,265,0,0,0,NA,NA,0,0,0,0,1,0,NA,0,0,NA,NA,0,NA,0,0,NA,0,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,NA,1,NA,0,0,NA,NA,0,NA,0,0,NA,0,NA,0,0,NA,NA,NA
46,"B_N164",30,90,"FILLER1","Unfortunately, for every six water bottles we use, only one makes it to the recycling bin.","What is the average recycling rate?",1,2736.8,2967.15,"b",30,164,NA,156,256,185,172,NA,153,NA,173,NA,174,NA,NA,175,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,164,0,156,344,185,172,0,153,0,173,0,174,0,0,175,144,0,0,0,0,0,0,0,0,0,164,0,156,344,185,172,0,153,0,173,0,383,0,222,175,144,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,NA,0,NA,1,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,NA,0,NA,0,NA,0,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"B_N164",68,91,"FILLER1","As in the United States, Colombian legislation requires travelers entering the country to declare cash in excess of ten thousand dollars.","As you enter Colombia, do you need to declare cash in excess of fifteen thousand dollars?",1,3049.49,4213.12,"b",68,NA,161,NA,170,NA,177,277,110,184,239,NA,146,NA,196,NA,165,227,NA,NA,198,NA,NA,NA,NA,NA,0,161,0,170,0,177,540,110,184,239,0,146,0,196,0,165,227,0,0,303,0,0,0,0,0,257,274,25,170,0,177,755,360,184,239,0,146,0,196,0,165,227,0,0,303,0,0,0,0,0,1,1,1,0,NA,0,0,0,0,0,NA,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,1,NA,0,0,1,0,0,NA,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA
